Unnamed: 0,content,label
218,guys check extraordinary website called zonepacom  make money online start working home today  making  3000 per month zonepacom  visit zonepacom check  loud authority improves canvas  mother repair uppity learning  substantial cook derives harbor,1
1009,lol  dunno joke gets lot likes  whatever  xd,0
408,check channel lyricism,1
128,guys check extraordinary website called firepacom  make money online start working home today  making  3000 per month firepacom  visit firepacom check  lake  chillpal  sturdy  astauand  johackle  chorenn  ethosien  changeable  public  noxu  ploosnar  looplab  hoppler  delicious  false  scitenoa  locobot  heartbreaking  thirsty  reminiscent,1
580,love song expect world cup,0
1768,follow twitter  freyacumqueen,1
1853,segue ha,1
1523,3m subscribers look views 700 million wtf  p,1
1115,limit sun exposure driving  eliminate hassle swing car visor windshield window,1
911,sub dont like song,1
619,hey  tried  quot  dribbleproshot  quot  yet  search google  website find useful free video demonstrating right way enormously improve soccer football skills time  transformed fausto substantially better footballsoccer player  amazement team mates  hopefully works,1
859,check back often help reach 2x109 views avoid watching baby,0
1654,great mother jungle  sweet natural  like videos,0
1400,br   please help get 100 subscribers end night  thx,1
549,waka waka,0
755,hello everyone   know probably pass kind comments  still reading  thanks  ’ money advertisements  chance getting heard  nothing  comes spam  sorry  video animator  trying make video animation industry  please give chance prove  please visit channel  subscribe like thumb comment  everyone see  thank,1
34,check video youtube,1
1580,hey everyone  watch trailer,1
884,hi therei group leader angel  rookie korean pop group  four members  chanicka  julie  stephanie   leah  please feel free check channel leave feedback cover videos   criticism welcome know top notch singers please come leave constructive feedback videos  appreciate chance improve auditioning korean management company  plan auditioning jyp  bighit  jellyfish  yg sm  thank taking time day read,1
1872,check mah girl duh shit yo,1
1072,viewed video youtube  daaaaaaaaaaannng views almost dominate entire  china,0
769,hey youtubers  really appreciate took time  read  19 year old boy wants successful musician music world  dont money advertise channel  could visit channel  comment video subscribe  would great  seconds life  thank u people gave chance l really appreciate,1
1272,else saw jesses dancing sorry spelled wrong peace,0
694,hey check new musicvideo   39    39  life   39  celebration   39    39  peace,1
1032,reach 3 billion views december 2014,0
612,beautiful songs please subscribe,1
1823,love relate daughter music     katy perry  roar  official,0
913,8 million likes xd even subscribers 8 million xd,0
157,5 years still dont get music video help someone,0
432,hi im 14 year rapper support guy check channel check song might like also follow twitter follow back,1
1605,hello  marian  singer venezuela  part boygirl band named cubik  singing cause wanted play pop poprock songs  would mean lot could look channel check music watch new video   u like  subscribe  xoxo thanks   ps  like lot channel  share friends   haha   lol marian,1
1263,song insane  br   dance listening song    lol,0
1711,son love much,0
1320,like steps,0
918,hey guys please check new google page many funny pictures  funnytortspics,1
84,wow justin bieber better thats buys medication always shares half wited money alfred sadly enough attention hog swamp ass eating disorder filled sassy mice  flaming hot cheetos eat power samurman,1
1865,like song animals like song,0
478,good song,0
916,song never gets old love,0
502,lamest world cup song ever  time africa  mean africa    39  live aid event something  made seem like charity case instead proud moment  ricky martin needed  smh,0
144,awesome song ever,0
906,subscribe itz recaps diddle,1
1324,2015 still shuffling song,0
1678,katy voice gold  video really brings lyrics life  rapper 25000 subscribers  thumbs hate take shit water splashes nuts,1
958,ஜ۩۞۩ஜ ஜ۩۞۩ஜ,0
1539,check video youtube,1
1130,free apps get 1m crdits  click link download app done   · link,1
56,check video youtube,1
757,hey youtubers  really appreciate took time  read  19 year old boy wants successful musician music world  dont money advertise channel  could visit channel  comment video subscribe  would great  seconds life  thank u people gave chance l really appreciate,1
102,megan fox eminem together video doesnt get better,0
603,subscribe win cap  br,1
616,absolutely adore watching football plus ’ started earning income risk claiming bonus deals  ’ weird technique put money something one bookmakers put money betfair  acquire bonus income  lad named jim vanstone selecting wagers free website vanstone secrets  google    generated 600 quid far  ’ free  assume bookmakers pay get new men women  succeeds,1
1256,feel like gangnam style copied song,0
146,long paragraph check song called  quot  fire  quot,1
621,subscribe feed,1
1480,href    please donate help pitbull please    need 50 dollars take vet,1
862,get gwar play 2015 superbowl  share,1
385,still listening 2015,0
328,hey  everyone please take moment read  work ass hoping make music industry hard  get people hear ’ money advertisements exposure young artist dreams goals like everybody else please take 30 seconds visit channel ’ like   give chance prove talent also  please take 1 second life thumb comment would super helpful,1
1701,hey guys plz check youtube channel c funny 2 girls 1 cup reaction thanks plz subscribe  thanks,1
515,love,0
858,plz subscribe channel subscribe back xx,1
627,plz wilsubscribe frndzzl subscribe u back,1
1137,hi guys please android photo editor download  thanks,1
207,hey guys    ignore  please  give chance  name yuliya  make covers  started getting serious youtube september 2013 ’ great challenge  dream become singer  youtube helps keep  please give chance thumbs comment people see  swear   39  appreciate  subscribe please    love    xoxo,1
1850,looks real daughter big fan likes lot songs,0
74,love song,0
1399,omg first video youtube hit 1 billion views like comment agree,1
1161,2015   llikee,0
1552,good video,0
692,hey music fans really appreciate take time read  check music    39  15 year old boy dreaming successful musician music world  lots covers  piano covers    39  money advertise  simple thumbs comment  comment videos subscription would step forward  seconds life   39  regret    thank u people give chance,1
1336,like  br,0
1054,subscribe chanel,1
1801,love song roar make think fill way,0
1444,check playlist youtube,1
1255,beautiful song,0
431,subscribe channel watch  vnxk32i0hkds,1
1650,subscribe,1
1651,346 cute,0
1489,subscribe   39  subscribe back,1
1224,2015  br   like video,0
705,beautiful song beautiful girl works,0
1882,katy shit go die      roar floooooooooooooooooooop,0
954,free gift cards  go,1
414,megan fox,0
973,best  funny viral video history  youtube  true,0
837,dont even watch anymore come check 2 billion,0
1008,hello  kind new youtube  soon soon going making launchpad video   would really appreciate got subs started people spot easily  dont really care hate comments dont bother,1
513,super music,0
509,omg listen soo good,0
1146,song really fun,0
1578,hey guys  please join fight help abusedmistreated animals  fund go helping pay vet billsand helping find homes  place extra emphasis helping disabled animals  ones otherwise would put sleep animal organizations  donate please,1
1175,stop  top 1,0
929,great music anyway,0
1671,katy perry looking soo pretty damn cute,0
1153,best song ever,0
20,song rape cheating  br    br    br    br    br    br    br    br    br    br   basically,0
1644,love katy,0
491,song sad,0
1710,really like song,0
1279,man song really get bones  one minute   39  nearly dosing sleep  next   39  shuffling like crazy hot feet xd,0
1562,ooooo shuffllllllllllllllllllllllinnnnn,0
1564,learned shuffle,0
1265,thumbs robo guy baby,0
189,every collaboration  know number 1,0
654,subscribe       love song       love football,1
1080,reach 100 subscribers go round public pouring bucket ice water people running away acting like  like people see,1
1604,votekatyperry 2014 mtv  vma best lyric video  see lead vote,1
1310,love,0
590,aunt love song,0
1085,get 300 subscribers tomorrow epic hunger games video,1
1025,shit still relevant,0
1545,check  hood doh  flixter nossnevs,1
211,sneakiestg good music  hood muzik subscribe 2 channel  thanks support  sneakiestg sneakiestg good music  hood muzik subscribe 2 channel  thanks support  sneakiestg,1
1820,kinda let go  huh,0
876,video youtube get much views want see much views  1000000 every day  mean  people think video popular actually gets 1000000 views,0
1844,damnnnnnnnn  sexy oo,0
1134,2 billion views planet  lol,0
1165,remember back popular everyone school shuffling crazy,0
530,shakira beautiful  lovely  lively  love,0
488,really madly love woman,0
842,check dubstep song  fireball   made fruity loops  really took time  watch  vteloa6rio8o,1
1056,lol,0
1349,youtube collaborator   39  anyone  subscribe    39  subscribe back  also start uploading youtube videos   rel  nofollow  class  othashtag  href     lmfao,1
409,big sister like,0
780,adfly  kld3y,1
1599,hiya started youtube would mean lot could subscribe watch first video  xx,1
193,guys check extraordinary website called zonepacom  make money online start working home today  making  3000 per month zonepacom  visit zonepacom check  jelly activates reflective distribution  normal top synthesizes opinion  victorious plant entertains language,1
1454,check playlist youtube,1
1771,vote katy emas   katycats,1
23,omg looks like piece mirror harry potter deathly hallows  br   either house   sirius black,0
1863,nowplaying  weekendmix  track 04  katy perry  roar  dj denis shmelev  amp  dj alex serov remix  listen live  wwwsmartfmnllivestreamhtml,1
992,subscribe plz plz plz plz plz plz,1
116,yo know nobody probably even read   imma type way hope least one person   39  rapper dream  know   39  like 200k world please check music subscribe  want  thanks  would love nothing decent following youtube  anyone  reading could press  quot  thumbs  quot  people see simple button press  could make dream come true   thank,1
1398,like comment reason,1
1079,get 100 subscribers  summon freddy mercury ghost whipe face earth one direction miley cirus,1
1569,everyone please subscribe channel go look videos,1
1669,really understand 600 million views lol  hating anything  confusing,0
749,make money,1
1030,hate music  fucking singer every koean chainise ana us sucks dick,0
1355,39  watching 2015 subscribe,1
1877,please open link vote anand niketan international school  project name project fredom share friend,1
735,know people makes another account subscribing liking,1
1715,free itunes  25 giftcard codes,1
495,coby usl past   br    href    1hmvtx  br   delete space,1
989,saying,0
706,shakira,0
1105,hey guys check channel plz  mine craft videos  let shoot 20 subs,1
1809,song never get old  lt  3,0
945,add,1
462,love song thumsb,0
564,wow,0
949,check pivot animations channel,1
1795,666002018 views  666 million  666  katy perry illuminati confirmed,0
1011,gangman sty  dddddd  drop bass,0
493,best fifa world cup song sure,0
1812,wwwyouniqueproductscomjoannagordon younique joanna gordon wwwyouniqueproductscom,1
1122,girl train dancing  outfit fucking sexy  huge turnoff lacked eyebrows,0
1356,come subscribe,1
731,want make easy money  check page tvcmcadavidweebly  com dont miss opportunity give thumbs would apprecitate,1
1204,love lmfao party rockin keep going,0
315,freaking sad,0
1785,yesterday video 1 million likes 2 million,0
247,charlie lost,0
1471,check video youtube  hjalp,1
785,facebook lame 2004  check       swagfriends com make thousands cool new friends everyday  join new movement,1
1679,started hating katy perry finding stole ideas videos old comic book  yet  music catchy,0
901,made gaming channel  unique right    l angry minecraft,1
1822,sign free tsu start making money social media addfollow ill add follow,1
1337,gooooood,0
651,check bass cover hips   39  lie shakira,1
1129,please buy new christmas shirts  buy time december 4th sold worldwide  miss,1
265,love song moon  gt  3 rocks,0
1047,video youtube get many views likes  gangnam style  problem  understand phenomena behind  like random music video,0
314,girl megan fox,0
1187,check video youtube,1
13,perfect example abuse husbands thing   39  feminist definitely agree song well  see someone   39  going die  sayin,0
810,shakira u wiredo,0
1874,hey yall real kevin hart  shout fans    follow realkevinheart,1
330,almost billion,0
1158,increidebl,0
1835,facebook account hack,1
601,cool song check animal trafficking petition  br    href,1
170,eminem  rihanna,0
519,best,0
855,1884034783 views  pls  comment view count next hour  p,0
139,wonderful,0
677,voice wow,0
455,many disliked,0
1303,wait saw kid kidding,0
924,2 billion views  holy shit,0
1753,nice song see new track,1
118,watch videos subscribe,1
38,check playlist youtube  chcfcvzfzfbvzdr,1
786,please check send others freedom justice line  please google  steven l reed case lands supreme court  thanks,1
406,like music  anyone listening lyrics,0
1057,pause 139 last millisecond see chick laugh  takes tries,0
1315,best partying,0
1364,check video youtube,1
618,hi  heard dribbleproshot  search google  web site watch smart free video featuring best way significantly boost football aka soccer skills time  turned nick much better football soccer player  team mates definitily amazed  hope help also,1
1829,plz subscribe channel need subs sub back need help,1
168,megan fox  similar,0
863,pls follow channel,1
963,2 billion,0
1585,hey guys glamour beauty  started youtube channel please go check  going post singing videos also random videos fell like  please go subscribe  come soon   remember subscribe,1
108,check em   39  dope new song monster  watch  vw6gkmxny2m mmlp2 ftw,1
637,paid respond fast paid surveys home enabled give working make 4500 bucks monthly  read go web site bitly1bsefqe,1
1,always end coming back song  br,0
999,wow 23 min ago,0
1121,hey come check us new youtube let us know think forget subscribe thanks,1
886,admit came check number viewers,0
1636,gon na hear roarrrr,0
1038,remember everyone obsessed gangnam style,0
1245,lets get 1 billion,0
759,please subscribe page  thanks,1
1368,check video youtube,1
558,like,0
1182,nice,0
266,hello  i̇ azerbaijan  br,0
1623,love song  it´s empowering every woman    you´re gon na hear roar,0
1589,subscribe please,1
166,eminem king rap micheal jackson king pop also wan na go hard wan na person first class fame check authenticviews  com famous within days   yo,1
761,hey guys girls check comedy recipe hilarious tube videos  pranks  crank calls,1
219,guys check extraordinary website called zonepacom  make money online start working home today  making  3000 per month zonepacom  visit zonepacom check  burst render symptomatic bite  knowledge briefs narrow thought  eager sky transmit crush,1
463,waka best one,0
1027,say  song change world completely  good job psy   girls awesome,0
727,shakira,0
1668,boooobs,0
1430,check video youtube   br    br,1
1593,please join voice liked shared please win audition score  thanks much,1
1000,super,0
444,nice song,0
1140,wierd funny,0
200,still watching 2015,0
791,love song,0
1205,best music ever,0
956,follow twitter,1
1841,hi everyone  like music  check music channel  lexis band uploading songs covers soon miss  please subscribe help us lot  takes one click    gt,1
273,songvideo trigger   39  good,0
174,guys check extraordinary website called moneygqcom  make money online start working home today  making  3000 per month moneygqcom  visit moneygqcom check  flimsy slip facilitate manager  noise set goals anxious regret  actually loss retrieve smile,1
678,shakira,0
1460,check video youtube,1
1267,best party song literally party rock housee tonight,0
1721,friend mine invented big dick formula  small dick  4 inches  research topic  research  found secret knowledge penis enlargement  applied learned 7 inch dick  absolutely amazed results  course  took months  therefore  written book issue order help guys  asked promote book    guys interested info check  selling symbolic £1  thank,1
163,guys check extraordinary website called moneygqcom  make money online start working home today  making  3000 per month moneygqcom  visit moneygqcom check  innocent woman prioritize desire  flight searchs sad polish  tax zip omniscient record,1
39,check playlist youtube,1
1327,cool,0
1735,awesome xd,0
222,hell song already five years old   remember first came  jam,0
1797,illegal goodlooking babe,0
1674,telephone,0
1069,hey  join tsū  publishing platform share content,1
1861,like song video goes perfect,0
1271,lmfao best,0
711,song never get old,0
540,love song  amp  love shakira  lt  33333,0
1457,check video youtube  الإعلانات  br    br    br    br    br    br   لل,1
